title,content,rating,version,votecount,votesum,time,page
总是乱封,有会员的时候没见有什么动静啊合着没有会员更招人喜欢呗我手机苹果13然后我的定位是深圳市，人也在深圳市买个超级vip送了三次超级曝光然后我再另外花钱买了三次超级曝光一共六次结果全是泰国的人来点喜欢你们探探怎么回事，你们把我定到泰国去是有病吗？全部都是泰国的，没有一个是中国的。你们把我推到外国去是什么意思？？？我连续在软件两次向客服反馈，四五天过去了没有任何反应，而且打电话给你们，永远都是占线状态……,1,5.1.3,0,0,2022-02-23T14:40:52-07:00,1
垃圾软件,这软件谁用谁知道 垃圾一个,1,5.1.3,0,0,2022-02-23T05:34:47-07:00,1
国内实用自由的社交APP,实用、专业，性价比高,5,5.1.3,0,0,2022-02-22T22:54:44-07:00,1
太好玩了,太太太太太好玩了,5,5.1.3,0,0,2022-02-22T05:24:49-07:00,1
1,喜欢,5,5.1.3,0,0,2022-02-21T19:46:55-07:00,1
莫名其妙被冻结,垃圾死了，莫名其妙就把我冻结，还两次，两个账号，我都不知道做什么了，照片也是我的照片认证也成功了，还一直冻结，就是因为我没有充值吗，666啊，实在是大无语，两个账号直接给我永久冻结。,1,5.1.3,0,0,2022-02-21T18:41:16-07:00,1
弄虚作假,天天发些假的消息通知，还假装给别人发，一大早连发三条，还不分男女，呵呵，差不多的了,1,5.1.3,0,0,2022-02-21T17:51:15-07:00,1
垃圾软件,都是为了让你充钱，垃圾软件一个，,1,5.1.3,0,0,2022-02-21T16:26:44-07:00,2
充钱就封号,刚充了钱还没开始匹配，就因为“被举报”的原因封号了，good,1,5.1.3,0,0,2022-02-21T03:34:47-07:00,2
探探,"探探软件真的很不错
好喜欢这个软件",5,5.1.3,0,0,2022-02-20T20:02:05-07:00,2
骗子太多,软件没问题，就是骗子各种脱比较多，浪费时间,3,5.1.2,0,0,2022-02-20T15:22:40-07:00,2
垃软件吐槽,先让我开vip 又让我充值看谁点爱心 一直让我花钱 真有意思 戳了的从来没见回复 消息也没有 真的不知道这种软件干嘛用的 让我来看照片的 大可不必呀。别找拖了。夸得上天了。用的时候都想踩到脚底摩擦了，垃圾垃圾。吐槽一波,1,5.1.2,0,0,2022-02-20T13:05:53-07:00,2
破探探都是渣男☔️,渣男太多了💧,1,5.1.2,0,0,2022-02-20T06:55:46-07:00,2
你是专门为男性提供服务的软件？,今年一月份一个探探上先前挺有礼貌的男生在探探上要了我的微信，加了以后就说要我的裸照，我拒绝了他就开始骂我，我也没好气的还回去了，他直接单删我后，又在探探上用低俗的话给我发了很多消息，我还没有骂回去就被拉黑了，消息截图里我敢保证我毫无问题，然后我举报了他，给了相关聊天记录和消息截图，一定是清晰的，他任何相应处罚都没有，探探小助手完全没有告诉我他得到了什么处罚，然后他就恶意举报了我，我的账号直接永封，我想请问这件事从始至终我干嘛了？就因为我拒绝给裸照后骂他了？你乐意做给男性服务的软件就给女性性别下线，一辈子恶心这种软件，我从头至尾毫无问题，你就给猥琐男站队吧探探,1,5.1.2,18,13,2022-02-20T05:00:59-07:00,2
感谢探探,我已经找到爱的人，结果生子。感谢这个平台。赐予我的幸福,5,5.1.2,0,0,2022-02-20T03:03:14-07:00,2
注销不了一直发骚扰短信,"产品经理出来挨打
别吃香这么难看
一直发短信 卸载了还发贱不贱？下回来注销也注销不成 真乌鸡鲅鱼",1,5.1.2,0,0,2022-02-20T00:39:17-07:00,2
垃圾,垃圾软件，,1,5.1.2,0,0,2022-02-19T23:23:39-07:00,2
好,挺好的 c了好多了,5,5.1.2,0,0,2022-02-19T20:21:43-07:00,2
探探资深用户第N次建议，请务必升级采纳。,对方解除匹配以后好友列表依然在，这种现象毫无意义。一方解除双方列表同时消失才对。,3,5.1.2,0,0,2022-02-19T16:54:13-07:00,2
附近人搜不到,动态就没有一条是附近的 昨近都是几十千米外的 能改善一下吗亲,5,5.1.2,0,0,2022-02-19T15:45:57-07:00,2
坑,太坑了，开会员都不行，必须得超级会员,1,5.1.2,0,0,2022-02-19T03:07:42-07:00,2
举报功能变装饰,以前脏话骂人举报都能成功，现在几次截图举报全都没反应，是觉得受众人群素质差的人还不够多？别把自己的软件越做越垃圾,1,5.1.2,0,0,2022-02-18T20:30:10-07:00,2
