title,content,rating,version,votecount,votesum,time,page
骚扰言语审核问题,"朋友们，如果你是妹子，你要小心用这个软件，如下：因为当你遇到言语骚扰时（当然社交app嘛，我们都有这个心理准备），你是不能反击的，只能一键举报等待不知何时对才能被处理。 而你反击了，非常不好意思，你就要被封号了，是不是很有意思？
这个心理准备我着实没有。希望玩这个软件的你们有。",2,4.19.0,0,0,2022-02-22T23:04:45-07:00,3
垃圾软件，什么时候倒闭,无缘无故封禁我的账号几个小时，说什么我不文明发言，我服了，我就早上发了个瞬间分享了一个最近天气，我都没私聊，昨天我都没上线过。你封我账号可以，给我一个合格的理由啊，你说我不文明发言，我TM都没说话，就分享了一个天气。分享天气是不文明发言？,1,4.19.0,0,0,2022-02-22T21:38:30-07:00,3
应该是性骚扰下头男同谋,举报不处理 抨击下头男的瞬间真实却在审核哦 哇 好恶心,1,4.19.0,0,0,2022-02-22T12:10:05-07:00,3
根本没有保障用户权益的软件,作为一个交友聊天软件，都是遵守社区规范交流聊天，可是软件管理就跟小孩子过家家一样随随便便就封用户号，而且我也是好几年的用户了，聊天聊着聊着就好好被封号，啥也没说也封号，说了玩笑话也封号，这样软件还可以存活玩下去，而且后台也没有证据出来，最关键没有证据说封就封，无处可找公平申诉，吐槽,1,4.19.0,0,0,2022-02-22T07:40:08-07:00,4
被误封号,莫名其妙的就被封号了通过各种途径找回一点软用没有,1,4.19.0,0,0,2022-02-22T06:57:07-07:00,4
体验极差，里面的人鱼龙混杂良莠不齐。这个app的性质已经变了很久了,体验极差，里面的人鱼龙混杂良莠不齐。这个app的性质已经变了很久了,1,4.19.0,0,0,2022-02-22T06:12:34-07:00,4
无语死了,第一天登上就遇到ghs的便太，和他斗智斗勇被举报了自己号被封了…..申诉了也没用…..soul真的有不瞎的人工吗……真的好垃圾,1,4.19.0,0,0,2022-02-22T05:23:13-07:00,4
Bug,破软件，我昨晚卸载的，为何有人说我今天还在线，软件都没，怎么提示在线，软件Bug吗？,1,4.19.0,0,0,2022-02-22T01:42:34-07:00,4
无缘无故封号,真的垃圾,1,4.19.0,0,0,2022-02-22T00:02:53-07:00,4
..,"真垃圾  匹配次数不多 有的还要给人送礼物  
好不容易次数多了。还要吞次数 没匹配 次数自动就变没了。垃圾软件 无效社交 不建议",1,4.19.0,0,0,2022-02-21T23:28:12-07:00,4
无效社交软件,无趣的要死，堂堂一个社交app连个有趣的人都找不到，正经年轻人谁玩这个,1,4.19.0,0,0,2022-02-21T19:04:36-07:00,4
